Gene	Deletion 0bp microhomology	Deletion 1bp microhomology	Deletion 2bp microhomology	Deletion with insertion	Homology Directed Repair	Any Insertion	Deletion 3+bp microhomology
1700011L22Rik	0.09263353618150112	0.12037657192163985	0.1553208643286668	0.09803923955064474	0.16146764487340698	0.10730039332075243	0.2648617498233881
1700012A03Rik	0.09023103634579263	0.14060570256799723	0.14771861683490675	0.08752208522141795	0.18852338473980754	0.10490948510322794	0.24048968918684993
1700012B07Rik	0.09260673117628312	0.13185566540637492	0.1664442076639617	0.0935690737100745	0.19034765467461326	0.10413117208875666	0.22104549527993575
1700012B09Rik	0.09858738405795098	0.14865770578024226	0.16112327344163196	0.08461191694196278	0.17474977105064288	0.09887291933968331	0.23339702938788578
1700013D24Rik	0.11248871338775679	0.11700504356629647	0.14808016418109005	0.08421437608760275	0.18695357926634742	0.11072363637264751	0.240534487138259
1700013G24Rik	0.10839426871957426	0.13897300908639892	0.16208987877165015	0.08253035383864196	0.18032641441018615	0.09052975208643205	0.23715632308711646
1700013H16Rik	0.11053950542045236	0.1397330878010649	0.1492111673187641	0.08197696191460659	0.20712838215365667	0.08939841976494757	0.22201247562650786
1700015G11Rik	0.09843287336401478	0.12333943439384111	0.15044191603737983	0.08475192049698418	0.21641935086777606	0.10451212970253866	0.22210237513746542
1700016C15Rik	0.09593821513743195	0.10956290638225934	0.14741314905276207	0.09695282922279594	0.20269554957293817	0.11559259173329225	0.23184475889852038
1700016D06Rik	0.08942187090514801	0.14310682043743775	0.14895169455363963	0.060726825442721795	0.20207108489210424	0.0944785519836206	0.2612431517853281
1700016H13Rik	0.07024737344597855	0.1462010575945125	0.19183120307751236	0.08389462603660064	0.16644292797649016	0.10791128629110122	0.23347152557780448
1700016K19Rik	0.11601587314816812	0.14210839213989304	0.1500690857560398	0.07793133851687799	0.200792367912551	0.0923701860213457	0.22071275650512434
1700017B05Rik	0.10213690643603238	0.13345981735791035	0.15410401330479917	0.08238153194376921	0.18913506923282944	0.09720119933867194	0.24158146238598752
1700017N19Rik	0.10481902377928472	0.13026597252897376	0.17622902282761252	0.07610896118347214	0.23295347455802612	0.08819567024578871	0.19142787487684212
1700018B08Rik	0.08672303731176946	0.14696960607680548	0.16120072383478543	0.07332111987049436	0.20398833579446599	0.10576053386639062	0.22203664324528877
1700018F24Rik	0.08857696690747179	0.13677388330446538	0.15566690219080168	0.08601975278979998	0.17528154304188123	0.11765118671119557	0.24002976505438428
1700019D03Rik	0.11827390928750972	0.15650134097931515	0.14796530587939505	0.07693438302882033	0.1719010711518845	0.10269449061311295	0.2257294990599622
1700020A23Rik	0.10682718425514864	0.13169375012400616	0.1478872952526855	0.1038245423997816	0.2020952015490272	0.09417113791240261	0.2135008885069482
1700020L24Rik	0.10872211558415068	0.15112428940724262	0.17040423551222597	0.08386188929890938	0.16392986719607078	0.09348336070183708	0.22847424229956345
1700020N15Rik	0.08062959525511826	0.1433582325658643	0.17192890312171094	0.08043578862609704	0.21862769229855455	0.08826851806931547	0.21675127006333947
1700021F07Rik	0.10047474213885019	0.13270851295832228	0.16776750597314666	0.08321086509327744	0.1782770026092258	0.09764881639942595	0.23991255482775162
1700022I11Rik	0.10118151834676063	0.1421920222484978	0.16930130480129868	0.09384280438225757	0.1727706869627182	0.1032457727598138	0.2174658904986533
1700024G13Rik	0.11140888290633898	0.13638447413032237	0.15403137700536987	0.09002573389680593	0.18564918987915635	0.10098366956705349	0.22151667261495303
1700024P16Rik	0.09451724665935027	0.1568806929870093	0.15295204949033486	0.09069822606572889	0.18002127773915597	0.0920896687335329	0.2328408383248879
1700025G04Rik	0.11779654612632509	0.1391109620961803	0.13550854848893193	0.08086310688954455	0.19490315435765743	0.11090436245819514	0.2209133195831657
1700029F12Rik	0.1026252514547894	0.12260990009250156	0.16312373721018203	0.08126985398886705	0.19856559212417063	0.12402232877383548	0.20778333635565402
1700029H14Rik	0.09662435946220874	0.14947154502780946	0.15686976593507432	0.10123796760763086	0.15390521195410167	0.0913297136249174	0.2505614363882574
1700029I15Rik	0.11342146662885445	0.16616476706400082	0.1529577521885098	0.07171786648464361	0.1846028333484291	0.09826310109630207	0.21287221318926017
1700030J22Rik	0.09913809024536513	0.13673744870313662	0.16428809687176868	0.07994233859011085	0.18890726967656504	0.10446337715453748	0.22652337875851622
1700030K09Rik	0.09288833544303966	0.15312322809445528	0.1743694009413901	0.09593522103445083	0.20870470556831253	0.09554506857057192	0.17943404034777966
1700031F05Rik	0.09855167258339344	0.12505337751169604	0.16304545723666392	0.06638109133918339	0.19297858600678738	0.10689615096358825	0.2470936643586875
1700034J05Rik	0.097184659904641	0.1474593088550236	0.14260779013542263	0.0772069958782445	0.18991086706779278	0.11253453340463924	0.2330958447542363
1700037C18Rik	0.1059623403773671	0.13688503624182327	0.15067731465403889	0.08376637145946016	0.18384571871350655	0.10281839019091213	0.23604482836289184
1700037H04Rik	0.09555628597651163	0.1594806762876569	0.16432756055350192	0.07050796898526392	0.1765261478061255	0.10668389477884344	0.2269174656120968
1700056E22Rik	0.1083455695024272	0.12501385510321775	0.17365008412221292	0.08528290838792262	0.1874618190224628	0.09763233258851019	0.22261343127324665
1700057G04Rik	0.10421072046148308	0.19387425647750825	0.16008623176388273	0.08428654657042102	0.15252889690020136	0.09191900921254652	0.2130943386139569
1700066B19Rik	0.09129128604830637	0.1404032436367727	0.1502282180840224	0.08777245351981942	0.20419163387946535	0.11075409008559674	0.21535907474601704
1700066M21Rik	0.118392760970335	0.12759034267234415	0.17093728609366715	0.08027737356310877	0.14548299260716527	0.10119363207670974	0.2561256120166698
1700067K01Rik	0.10470438808539696	0.1366774083666939	0.17909379074578208	0.08428486836561584	0.19642970454437575	0.09405748077258268	0.20475235911955272
1700067P10Rik	0.1082308286152024	0.13870991280679013	0.16760370704063648	0.08594251431843035	0.19009749213679122	0.0985660739098537	0.21084947117229585
1700088E04Rik	0.07903806537239363	0.14324220106019886	0.17156165574366783	0.07596510015248203	0.22675695399829496	0.1095905968995986	0.1938454267733639
1700092M07Rik	0.10255923046920863	0.1495458582315411	0.17666729126556754	0.08429260330608834	0.17936195442607222	0.10311407076130065	0.2044589915402215
1700094D03Rik	0.09224359313644025	0.13423110815001157	0.16740484840957442	0.09085807088338912	0.18069259478665978	0.09314529550039892	0.241424489133526
1700102P08Rik	0.09297379812043412	0.15171129260254684	0.14728424690504532	0.06630628385270364	0.22070135468494964	0.09601762379620304	0.2250054000381174
1700109H08Rik	0.10186120236570056	0.15297637109061374	0.17292227289858214	0.06895103912153047	0.19424813078650116	0.101691460805267	0.207349522931805
1700113H08Rik	0.09595033156061869	0.15078924633055957	0.15522329405322974	0.08147752193697008	0.20278670449096842	0.09594805875645569	0.21782484287119777
1700122O11Rik	0.09924748330382391	0.13398245890836413	0.15255087914062035	0.07484998155459908	0.2038651073778039	0.09866015326272931	0.23684393645205926
1700123K08Rik	0.0818720506130546	0.14489031645883654	0.15742078177490168	0.0775444980556131	0.2235271990158421	0.10685730062206938	0.20788785345968255
1700123O20Rik	0.10269619984577201	0.1433611528909034	0.13780676288085766	0.09926726630406174	0.18769037130217625	0.10515301676154398	0.22402523001468486
1700125H20Rik	0.09824087065414329	0.1566499714214385	0.14962758385135363	0.09433173725725882	0.19658450165591776	0.09190157686242997	0.21266375829745798
1700129C05Rik	0.10483677591244699	0.11567264553910186	0.13131668109631794	0.09160448094071648	0.21781320859101466	0.09738016791004112	0.241376040010361
1810009J06Rik	0.10558988254290842	0.13310887678190728	0.17602128200331066	0.08574206843918455	0.17456368846307443	0.10947877428896315	0.21549542748065156
1810013L24Rik	0.10378865035619858	0.1343143481826558	0.15277098607535558	0.09808382834593397	0.14661377867786934	0.10883468554076955	0.2555937228212171
1810030O07Rik	0.11413182954507115	0.13578358858426648	0.14818693818513026	0.0817266451582705	0.17068793292965107	0.097430503707573	0.25205256189003755
1810046K07Rik	0.10243256939618592	0.14893909923568002	0.15390324318171192	0.08179279453493572	0.1779058550603327	0.11421153845906883	0.22081490013208482
1810055G02Rik	0.10058629098504412	0.14712705025715236	0.16178524644091416	0.0924112920900363	0.178201967893647	0.08273849559842529	0.23714965673478075
1810062G17Rik	0.0954208381566825	0.14832206768879752	0.146645237103442	0.08044089432100981	0.19297180859151258	0.10933436588692043	0.22686478825163522
1810065E05Rik	0.10773867800324359	0.1391810287318955	0.17297277382763843	0.08388293913285975	0.1566137657733394	0.0993754799282952	0.2402353346027282
2010003K11Rik	0.08946389465447914	0.14452515872471836	0.14662365210031494	0.08017946804605859	0.18257695551588296	0.10804992557829003	0.24858094538025607
2010106E10Rik	0.09353617677338626	0.18725170379065262	0.14938908825339065	0.09735603446432535	0.16551177440899092	0.08471774109619275	0.2222374812130614
2200002D01Rik	0.08838916594541957	0.12306699958233419	0.15961635327123508	0.08500827114289217	0.21809966745275672	0.0968378928286473	0.22898164977671506
2200002J24Rik	0.10641316101391507	0.12453747495601704	0.17945798624556725	0.08133219184304882	0.15363978896705285	0.11319216412150422	0.2414272328528948
2210010C04Rik	0.09792463510313558	0.14270430531123857	0.15441823827458206	0.09689058426883657	0.1753211869266914	0.09981550082581896	0.2329255492896969
2210016F16Rik	0.10059523197401515	0.14270489133713654	0.1678450429628981	0.07631567884286654	0.17736403772505072	0.10676937681768205	0.22840574034035088
2210016L21Rik	0.09635027519437267	0.1304846919702866	0.14210867835083774	0.09452806665206263	0.18758643906635378	0.10275333458097104	0.24618851418511564
2210408I21Rik	0.08967035654558819	0.13266011332960326	0.1472114683639576	0.0888986057668679	0.20933002220580949	0.1161005815276854	0.21612885226048814
2300002M23Rik	0.0926014764218018	0.13904702124946663	0.1630663168242243	0.07590458021568014	0.18840498656965612	0.10200889341890851	0.23896672530026258
2300009A05Rik	0.10469799124293323	0.14806380632971444	0.16185654197701402	0.07634383664120624	0.17645740972377652	0.10415171202930289	0.2284287020560526
2310002L09Rik	0.08413066099603943	0.14137685003858724	0.158097948752185	0.0829557142299321	0.20391178048772468	0.09051566097376486	0.23901138452176668
2310009B15Rik	0.10163998554262799	0.13715718625141865	0.15625357246717284	0.08588846977300345	0.1793107990358365	0.10277460046327545	0.2369753864666652
2310011J03Rik	0.09589128586079304	0.15134480146378007	0.14642794564124623	0.08227548175967228	0.19090407156710143	0.10088968011105395	0.232266733596353
2310022A10Rik	0.093680805868741	0.14327740600859526	0.16294069670110348	0.08696265218733201	0.16774688308131205	0.09301072694699968	0.2523808292059164
2310022B05Rik	0.10631002689398707	0.13883605034150184	0.1687065042702521	0.0856622627294317	0.18510393188899854	0.0938322988250366	0.22154892505079218
2310030G06Rik	0.09407821733184955	0.14197670189566755	0.18119864334127303	0.07857375125661281	0.20204453183061893	0.0809302970688954	0.22119785727508276
2310033P09Rik	0.09552337249443577	0.1506604135204753	0.17222341716821327	0.0826640910546003	0.16265351012358908	0.10166856231052493	0.2346066333281613
2310039H08Rik	0.09589101834874329	0.1499724262886904	0.15264554664956842	0.0823453264256947	0.17164510605100025	0.10791433144326146	0.2395862447930415
2310050C09Rik	0.09820966207911332	0.14502473322301185	0.15635355709787166	0.07302558524413266	0.20087173662383834	0.09457176740125829	0.23194295833077397
2310057J18Rik	0.09663891311639036	0.13424191413985526	0.15519212505142405	0.10110417330045632	0.16866602932644417	0.10908383504075424	0.2350730100246757
2310057M21Rik	0.09964312637220177	0.147547514750228	0.1441779110969936	0.08135456446607249	0.18740673197785523	0.09356637006317052	0.24630378127347835
2310057N15Rik	0.10004789385249077	0.16617873490320134	0.1588348067759031	0.06639371810429105	0.16757723321137485	0.11321005089863816	0.22775756225410063
2310061I04Rik	0.09493194481475029	0.14309359587306109	0.15088778104464143	0.0762093976852166	0.19352384953191634	0.1054222198988488	0.23593121115156557
2310061N02Rik	0.09026451902611629	0.14075248819741965	0.1611159676031659	0.08785249684580783	0.1857308768806719	0.11436916643226282	0.2199144850145555
2310079G19Rik	0.09303225421526624	0.13479260852731753	0.15577857221576563	0.09126598476420919	0.17268540604925942	0.10948622239346763	0.24295895183471433
2410002F23Rik	0.07436671227413791	0.1350077641673677	0.15440404595602616	0.09478084225631542	0.18028605633454134	0.10739421112689806	0.2537603678847133
2410004B18Rik	0.10065433229121773	0.13915480101122346	0.16769078640239238	0.08137607473007928	0.1808918138047651	0.11100333831028202	0.21922885345004
2410004P03Rik	0.08792316751942328	0.16758109271071545	0.1631963001747322	0.0741454192843756	0.17742908412760425	0.10567745782379181	0.22404747835935757
2410066E13Rik	0.09768867981257866	0.13311212997382088	0.1632392868922148	0.09493426968744632	0.16624559261341626	0.09649261800548689	0.2482874230150362
2410124H12Rik	0.0964185020173656	0.14930035104189754	0.15703116470342615	0.07518246332669846	0.17412499559602207	0.10887690941340053	0.23906561390118966
2410137M14Rik	0.10487975955029936	0.15461282294729403	0.13677523511276898	0.08147781912394275	0.188755383961397	0.10360996097367202	0.22988901833062583
2510002D24Rik	0.11747633042586338	0.1422940142462938	0.13934471391238717	0.08317528715663483	0.18877494706738723	0.10826969446669374	0.2206650127247398
2510009E07Rik	0.10595034116919028	0.11094397397220641	0.17898633833439115	0.08340623152817667	0.1842254598481978	0.09326604600413918	0.24322160914369864
2510039O18Rik	0.09005958287353244	0.14614907390942866	0.172652093974787	0.08431874018085997	0.18039705797454328	0.10087238239469015	0.22555106869215852
2610002M06Rik	0.09963244583631507	0.12978817028708872	0.16689926154932286	0.09828476435509656	0.17983654219638828	0.09779734713661259	0.22776146863917587
2610008E11Rik	0.09686807174832421	0.1494346091481334	0.1562039455173265	0.07873424412912262	0.18415409969981159	0.09852737669980773	0.23607765305747397
2610028H24Rik	0.09417625552734223	0.13080676475111572	0.1674301464373253	0.09248741897426956	0.18771411798441823	0.10047292181283239	0.22691237451269652
2610318N02Rik	0.10268241869846657	0.13923227268442837	0.15306541537059623	0.10030193803978547	0.15741900566957992	0.10719839155486217	0.24010055798228125
2610507B11Rik	0.09022357550418847	0.15086814278814423	0.15879608695144212	0.07697842059508246	0.18283954411398945	0.11418538019913543	0.2261088498480178
2610528A11Rik	0.09499871213192052	0.1501471198420548	0.1574582220570408	0.08117249429668785	0.19486208754544632	0.08683086335020643	0.2345305007766433
2610528J11Rik	0.10422055481898233	0.13631301160003775	0.15672185591259494	0.09254354260087766	0.1907906128735886	0.10116247468935533	0.21824794750456336
2700049A03Rik	0.10217873571485683	0.13476431695541824	0.1498202846637433	0.0905702764043979	0.18483998313230765	0.09824431570629341	0.23958208742298281
2700062C07Rik	0.1105916817984355	0.140200545614295	0.18200089347255682	0.05771163401928463	0.207616573029322	0.13337858671264985	0.1685000853534562
2700097O09Rik	0.10401628457240707	0.13764399794278642	0.16987629616704955	0.08682499013980206	0.19068747034160458	0.08270291786809436	0.22824804296825602
2810021J22Rik	0.09604417149343378	0.12395541015254237	0.1707948700714316	0.0913966121807723	0.18111867096142378	0.10489995004929259	0.23179031509110343
2810408A11Rik	0.10571214657503285	0.14323513869428195	0.14794545051898456	0.07212663471731084	0.19886308508675604	0.09512714073728858	0.23699040367034513
2810459M11Rik	0.0955912793832004	0.13175954665884543	0.16319158142307846	0.08588517650618241	0.18967709446518935	0.10963688738864745	0.22425843417485644
2900026A02Rik	0.10151881237371915	0.15370467430798307	0.15867845665512242	0.08120409722650887	0.17960075286546767	0.10419158427057755	0.22110162230062116
2900092C05Rik	0.09136305807952227	0.12927609672788223	0.16363586739657743	0.07576238412928675	0.21333046226136304	0.10900554037594162	0.2176265910294268
3110009E18Rik	0.136215740742007	0.12883904152474335	0.17363370071891845	0.08276444500647338	0.16910615794936407	0.10261820964274268	0.20682270441575112
3110040N11Rik	0.09849546899322197	0.14296563131395462	0.15626304360400753	0.08713152696668383	0.1911822395862966	0.1053727740643911	0.21858931547144445
3110082I17Rik	0.10146601806987633	0.1398220152871812	0.18448757171116598	0.08763522542430108	0.1508791155973365	0.09891990337809585	0.23679015053204322
3110082J24Rik	0.09090966042427383	0.1328049765150755	0.12593410437943683	0.08984901652585214	0.2149248813332697	0.10252779380926921	0.24304956701282282
3300002I08Rik	0.09434894148376327	0.16115131019958295	0.16889657528435853	0.09286327375808527	0.1700542876384727	0.08904775471576035	0.22363785691997698
3425401B19Rik	0.10312152731942517	0.1311494002846751	0.14402845050327032	0.0898035699769405	0.20677068478337382	0.09151917728263365	0.23360718984968143
3830406C13Rik	0.07134546610522917	0.13570131741896005	0.15026430143127126	0.08045480989822484	0.17577861915515505	0.11293546111935687	0.27352002487180277
4833420G17Rik	0.09542929435142611	0.14651597893310073	0.15084328571349603	0.09108897695055791	0.20598799056981804	0.10141986217573294	0.20871461130586821
4833439L19Rik	0.10698957695141949	0.16429081518500716	0.1592988877187873	0.0709707978719259	0.15579486778752868	0.09152811646782634	0.251126938017505
4921504E06Rik	0.09404296230765773	0.13213257055646818	0.15598363097956522	0.08766286126653539	0.20848165108755068	0.09679241647433065	0.224903907327892
4921507P07Rik	0.11066495420405531	0.1474051959460599	0.15390401969140816	0.08500443971993066	0.17430048568527673	0.10280660280854818	0.22591430194472106
4921509C19Rik	0.10777029452684261	0.15424732619900455	0.16769070427982527	0.07777058380684844	0.18775555935823152	0.0947069535117235	0.21005857831752403
4921517D22Rik	0.11523217928624088	0.13693038459201276	0.16515366666994383	0.09053476220414775	0.17024142446296672	0.07377696840434672	0.24813061438034145
4921524J17Rik	0.11189157522122534	0.11843352119203873	0.1657378035647115	0.089184922776671	0.15955178897301805	0.06453663835789938	0.29066374991443605
4921524L21Rik	0.10095363243301253	0.14303582771424947	0.1397824791257862	0.082888319710644	0.1782569297102554	0.1008835491996748	0.2541992621063775
4921539E11Rik	0.09843438293518239	0.13156881491204372	0.15888810006625645	0.07448211034229969	0.15897059466515162	0.10916748283721962	0.26848851424184644
4930402F06Rik	0.08894617784268709	0.12925876873849498	0.1641979915899827	0.09608320037920291	0.18523794567050544	0.10470193358021752	0.2315739821989094
4930402K13Rik	0.0955882563498587	0.14677075647770915	0.16251413105298776	0.07784884334495516	0.1735389690808158	0.11308181600629404	0.2306572276873794
4930404N11Rik	0.10240610931527563	0.14067274915534347	0.16070365003192644	0.08360749352999304	0.18286044325333414	0.10118026303665968	0.22856929167746756
4930407I10Rik	0.11035166790672997	0.13700753653750608	0.1401238727991276	0.0921250392681991	0.2090386430641279	0.07979721968064574	0.23155602074366358
4930415L06Rik	0.10163369855774347	0.14878013885413077	0.12131954161842944	0.07615913040327138	0.2105144326299049	0.11576847997413317	0.22582457796238684
4930430F08Rik	0.10791127618483128	0.14440819158678322	0.14038919063289315	0.08515078191590601	0.18814516131362213	0.0927753025025007	0.24122009586346346
4930432M17Rik	0.10868236298829198	0.13704875908872774	0.14837799469313948	0.09250100774522521	0.20184680811172706	0.10058200032772577	0.21096106704516276
4930433I11Rik	0.09313976617312093	0.15094284242862888	0.1706090897283615	0.09190289151931193	0.16336289381530303	0.09413930868554085	0.23590320764973308
4930444P10Rik	0.11365993579916951	0.12933367975174598	0.16471671370026567	0.0750912403066568	0.18553296561284627	0.10536430589468852	0.22630115893462718
4930447A16Rik	0.09355076362635571	0.1655062549372121	0.15359497108691125	0.06907110567040423	0.1850865238324239	0.10372613453890735	0.22946424630778547
4930451I11Rik	0.11622580604869995	0.1316652849512212	0.1603527199497126	0.0777160128015753	0.19236769481695956	0.0887475507106646	0.23292493072116677
4930453N24Rik	0.12000336393182504	0.13816717253397823	0.16477198036686383	0.0794806911942293	0.15819800574206866	0.1012566487587739	0.238122137472261
4930474N05Rik	0.11972393496474718	0.13568773325847655	0.16741006785973472	0.08004351677740733	0.1850425632164842	0.10272751026038035	0.20936467366276973
4930480E11Rik	0.1002735242408824	0.11995424608308443	0.1691950526441696	0.08111897542028665	0.21116912918894482	0.09891082217567033	0.21937825024696178
4930486L24Rik	0.0803264844304787	0.1209998154619028	0.13734709706075066	0.10962654604039924	0.23044479936616227	0.07300429582336368	0.24825096181694267
4930503L19Rik	0.1020244831234286	0.1251209827346795	0.15965513921907934	0.09225108978498864	0.1741021319076816	0.08703013531360888	0.25981603791653346
4930505A04Rik	0.09784453604093091	0.11743453052790823	0.16631581675957446	0.09512130538215448	0.2295454802049508	0.07925815011474671	0.2144801809697344
4930513O06Rik	0.07916238573527755	0.11820397627718982	0.17784578272475293	0.08142377920243773	0.2354480476955749	0.09141627544386444	0.21649975292090257
4930519G04Rik	0.09576353309027721	0.1316992372476075	0.1567315069565896	0.0938470092061506	0.19197342071290868	0.09487908772108221	0.23510620506538407
4930522H14Rik	0.10539588292436557	0.1221855213915994	0.14044951868821007	0.11073963877978885	0.1964914689411904	0.11128323292288553	0.21345473635196008
4930523C07Rik	0.09421036973806848	0.1408469956602568	0.16566387876058578	0.08179851323149455	0.1827881714082132	0.10789708096007503	0.22679499024130614
4930524B15Rik	0.09892622488975758	0.13042751787008053	0.15503598725035161	0.08120841386344331	0.20698973738899637	0.1060266824570046	0.22138543628036605
4930544D05Rik	0.08501828925056532	0.07875222239460691	0.1707019994641675	0.09329488712328654	0.243691653443691	0.10578484527734164	0.22275610304634105
4930544G11Rik	0.09986929188861776	0.1482565456036957	0.152947143088752	0.075376617854448	0.16948028795265696	0.08391607043827642	0.2701540431735531
4930548H24Rik	0.09897834683185462	0.1416422209937985	0.15592441420258227	0.09989585061101525	0.1840122809719498	0.07359433927741356	0.24595254711138595
4930550C14Rik	0.10367059761079095	0.14777176256425328	0.16248007142866355	0.07540913599472134	0.17639549207337574	0.09454627696380853	0.23972666336438664
4930555G01Rik	0.10503459109217318	0.12334334607457693	0.13048246524687013	0.07755409159312839	0.1995423873423773	0.10008737947965755	0.2639557391712166
4930563M21Rik	0.08768011747232202	0.13205641771172955	0.15018820029082017	0.08571644034343691	0.1944999992788086	0.10880053430412995	0.2410582905987528
4930564D02Rik	0.10022080973063993	0.1405989972487859	0.1730503711650582	0.09264756157271874	0.16071741725992533	0.09998776690643595	0.23277707611643592
4930567H17Rik	0.1160329170640633	0.15781430065052146	0.14664005030046273	0.08230130903881643	0.1833138656205911	0.08653731546517739	0.22736024186036755
4930568D16Rik	0.07749818257329529	0.1367831836228647	0.1974780568040489	0.08459896537010472	0.1899881876580318	0.08467639347315142	0.22897703049850307
4930571K23Rik	0.10233259430188607	0.12761139167741148	0.15773404394047003	0.09271262737739165	0.18569810479776386	0.10751019139320363	0.2264010465118733
4930578I06Rik	0.08940480974586411	0.11919871683762219	0.17642199604190703	0.09511760752567668	0.19617928681887606	0.09453885040043432	0.22913873262961965
4930579F01Rik	0.09788968047124809	0.1478707980723196	0.1591200258292569	0.09778440251574036	0.16303914983921597	0.09714948725748429	0.23714645601473486
4930579G24Rik	0.10631424517151465	0.13702436281970198	0.1647793757632847	0.09075898051766668	0.16764566290443078	0.10447645851316677	0.2290009143102344
4930590J08Rik	0.09891094852096936	0.13957153860299878	0.16944406362636824	0.07408602990970954	0.195207418211957	0.10175835399599945	0.22102164713199762
4930596D02Rik	0.08422101625004748	0.1547097510889807	0.16869866084745597	0.08828366779986194	0.2016584855019038	0.0816106387715092	0.220817779740241
4931406B18Rik	0.09939767959498766	0.15227597157056222	0.16842041260048932	0.07216510421304657	0.16529529141001761	0.11194682276291626	0.23049871784798034
4931406C07Rik	0.10190518453570817	0.10096690604115341	0.1730968700109724	0.09212100408924787	0.20012932860630475	0.10446974537584751	0.22731096134076603
4931408C20Rik	0.09441974750568091	0.1387754074802406	0.17604943866842696	0.0814475618240678	0.16963572050144288	0.09879510956364036	0.2408770144565006
