Gene	Deletion 0bp microhomology	Deletion 1bp microhomology	Deletion 2bp microhomology	Deletion with insertion	Homology Directed Repair	Any Insertion	Deletion 3+bp microhomology
1700006A11Rik	0.06570661785833297	0.2066299361159385	0.25680716990665564	0.12733330794075115	0.18098192200569785	0.06267442249953953	0.09986662367308442
1700008O03Rik	0.05618105540334863	0.2057093450695892	0.24648185010252385	0.1328288668246571	0.16944027878190027	0.07300727932660128	0.11635132449137965
1700008P02Rik	0.06431628701440192	0.2126713783245204	0.23458455001142314	0.1195956370692221	0.19572850547473405	0.07122566431543025	0.10187797779026816
1700009N14Rik	0.06702588130001909	0.21506260386524978	0.24109372442415714	0.1230389716695981	0.18241726187269527	0.06770780298486284	0.10365375388341784
1700010B08Rik	0.062447113241701116	0.21281906891128602	0.24113972739281994	0.13469367693317721	0.17269110663140216	0.07686903432459694	0.09934027256501672
1700010D01Rik	0.05986702985987736	0.2201552726503399	0.2557522924075604	0.14211634560385583	0.14796513256425511	0.07726154649613956	0.09688238041797169
1700010I14Rik	0.06516494763942753	0.2081358325680148	0.2541747220121122	0.12466492106353647	0.17927449463879813	0.07320294847757297	0.09538213360053802
1700011L22Rik	0.05333454858957106	0.2111962483574495	0.25945251016076365	0.1330751937905812	0.15392105997809624	0.08101363061143764	0.10800680851210057
1700012A03Rik	0.057767063264111275	0.194975081192559	0.24578619376320698	0.1306046274164338	0.18895032835795433	0.077884592842329	0.10403211316340574
1700012B07Rik	0.05855861060946453	0.201354208186456	0.25774842543548343	0.13658285195016617	0.16588991835141645	0.06990844846317383	0.10995753700383956
1700012B09Rik	0.06465564664634284	0.21090514894111972	0.2660675894005612	0.12249588252188326	0.15275586196483312	0.07932102107345282	0.103798849451807
1700013D24Rik	0.05865725388377953	0.22663032530428723	0.2642469077025996	0.13621686435215588	0.15975157901661471	0.06731444773403024	0.08718262200653293
1700013G24Rik	0.07159588086437624	0.20479913906102515	0.2597612124308962	0.12948174212750335	0.154996050214817	0.07479132449641923	0.10457465080496271
1700013H16Rik	0.05827573703042129	0.21851585166051288	0.24537468504590054	0.12825915518235875	0.17280543554703412	0.07152422635742262	0.1052449091763496
1700015G11Rik	0.07033888182074345	0.19123290147632108	0.23744870934821988	0.1275974106929259	0.20648699324673245	0.07342516657061259	0.09346993684444477
1700016C15Rik	0.07118407863629046	0.230206138638451	0.24824123818428748	0.12148918562273646	0.1688816593500139	0.0680856426914334	0.09191205687678734
1700016D06Rik	0.06714519518489616	0.19186033053550366	0.2406879070694672	0.13617176107715231	0.1814790537283661	0.07592044360732145	0.10673530879729325
1700016H13Rik	0.05561538613764303	0.20740127432785418	0.25180836246200283	0.12967281971364908	0.16860204545773774	0.07552716820580999	0.11137294369530311
1700016K19Rik	0.05456210563911637	0.19108157473489265	0.2613146031270702	0.1540255900266356	0.18053041095515313	0.06546635956457303	0.09301935595255899
1700017B05Rik	0.06173606243532129	0.20098212168614132	0.251091147553923	0.12582232804318766	0.18370495836954392	0.06847233912011164	0.10819104279177118
1700017N19Rik	0.05868875426292672	0.20451087594500825	0.2814110717504503	0.11642849414358161	0.1551450223078361	0.07496101270367643	0.10885476888652047
1700018B08Rik	0.06298439714108989	0.21166981083132558	0.2613046975960844	0.1263378504472649	0.16193046400432104	0.07586535268248629	0.09990742729742791
1700018F24Rik	0.06521390590129371	0.2167431748308561	0.25122056561887207	0.12000423323110067	0.16543786737780544	0.07884620042533677	0.1025340526147353
1700019A02Rik	0.0459848771401291	0.1809572701319292	0.2743461595610068	0.1339527832326505	0.17598633111693923	0.09550499528745111	0.09326758352989403
1700019D03Rik	0.05487432960961175	0.21054761617767717	0.252269604609075	0.11850538232349248	0.18773071074035513	0.0697282275800671	0.10634412895972126
1700019N19Rik	0.06354585366592906	0.2169535888306349	0.27214376849796024	0.11873115638190504	0.15561307214241507	0.06501921797852742	0.10799334250262829
1700020A23Rik	0.06710439395192704	0.20058254084567095	0.24962590806768795	0.12048244148726149	0.19389817916040913	0.07429317670769661	0.09401335977934694
1700020L24Rik	0.06386546497512428	0.20578350313139795	0.2523653799824209	0.12099099956552868	0.17354801994927727	0.07803020522350661	0.10541642717274419
1700020N15Rik	0.06511536953554393	0.1934409292564816	0.25908067596495893	0.13021937366452993	0.17849543256359532	0.07051715101203523	0.103131068002855
1700021F07Rik	0.06947079332882541	0.20096425504597	0.24591182078086424	0.13341576091696034	0.1693358120663895	0.07144590899505913	0.10945564886593129
1700022I11Rik	0.07162592169453237	0.21348690453357075	0.26337178560207497	0.12012930867488869	0.16317109348371817	0.06522375926471574	0.10299122674649924
1700024G13Rik	0.059504425679830664	0.20216445453293475	0.2560274892932718	0.13113111873066727	0.17010922503916454	0.06942251779014669	0.11164076893398422
1700024P16Rik	0.05583806882144577	0.21728826167973384	0.25497458251244126	0.13233764245870203	0.15331557273394142	0.07399984616836898	0.11224602562536684
1700025G04Rik	0.06513916823657898	0.22110972792712288	0.24380885600275382	0.1362102855233602	0.14744805129986244	0.07114735818161307	0.11513655282870866
1700028K03Rik	0.05367463333653936	0.18519641663489742	0.2614371928430381	0.12888242362003655	0.20071207589755996	0.07491248995551511	0.09518476771241347
1700029F12Rik	0.06904568364372148	0.20849847868750523	0.25211237385870267	0.12532624389314545	0.16971896774762824	0.07070413688112032	0.10459411528817658
1700029H14Rik	0.06668578848006806	0.20366075018237262	0.26472710092434865	0.12531341229033127	0.1682209253900378	0.07112280732721783	0.10026921540562371
1700029I15Rik	0.05802105361901989	0.20422752486515972	0.26194095357922403	0.1355018372481154	0.16200903061758684	0.08024201734498305	0.09805758272591107
1700029J07Rik	0.04907994826342679	0.22005019895108438	0.26851356143177985	0.1367749405330469	0.15951129912524564	0.06821106715109385	0.0978589845443226
1700030J22Rik	0.06477158782883524	0.21346497419691315	0.23707537406113702	0.13160052681676693	0.1657838241185236	0.07390171772593482	0.11340199525188939
1700030K09Rik	0.06254215930652719	0.21803276694443469	0.23524037770768458	0.1296170843573384	0.18112063658188715	0.07281157530362736	0.10063539979850057
1700031F05Rik	0.06295041748091176	0.201164893642774	0.26386311988174016	0.13506835977653683	0.17897292588238398	0.0581460967362473	0.09983418659940595
1700034E13Rik	0.06004821563019917	0.2225962749704022	0.27805714175926366	0.14074180971879116	0.1227350841042409	0.0701518890574722	0.10566958475963058
1700034J05Rik	0.05592801501358259	0.20692461050505034	0.25453242952393107	0.1329335939483925	0.16618685341411996	0.08313554143908455	0.10035895615583909
1700037C18Rik	0.07482058034108294	0.1994712042091333	0.2650966378443915	0.13047819427744867	0.16140984527308386	0.0664746239629116	0.10224891409194801
1700037H04Rik	0.06294680598571818	0.20162333015931655	0.2634328642174562	0.12681644970857414	0.1756557651744843	0.06873139131733207	0.1007933934371186
1700056E22Rik	0.06015862677526304	0.20608484673989141	0.2397288256137825	0.13223915500833222	0.1731347203734854	0.07264511410698547	0.11600871138225992
1700057G04Rik	0.06446561856103196	0.18815910740450634	0.27345905039182683	0.1319044995036612	0.18776197419959406	0.06534978770696759	0.08889996223241212
1700066B19Rik	0.07484638504758026	0.205341592305616	0.2619621645719242	0.1310413052484233	0.14935654122210673	0.07963703210568207	0.09781497949866742
1700066M21Rik	0.06825100754576112	0.21428130069067144	0.24904474955211417	0.1400480624896906	0.1587597632115499	0.07216798523735711	0.09744713127285581
1700067K01Rik	0.06613298046761384	0.2244595374592865	0.24552507601560025	0.1219166909697331	0.14971862245283662	0.07419582717728089	0.11805126545764866
1700067P10Rik	0.07416308160463485	0.21319762889575553	0.2495731046210656	0.13222422470243522	0.15894782106391334	0.06905748667845799	0.10283665243373741
1700088E04Rik	0.06003507581789768	0.2082435348880891	0.2631628169512759	0.14093910632486895	0.15709424961817228	0.06292372519075369	0.10760149120894233
1700092M07Rik	0.057408356189159064	0.23025371454434423	0.25079739684079466	0.1513660232242215	0.1566894172451539	0.06627102473574815	0.08721406722057834
1700093K21Rik	0.0639079295490933	0.19369342169404719	0.2920052213347187	0.13070085875598939	0.14951305229307635	0.058774295675931135	0.11140522069714398
1700094D03Rik	0.07977999475303527	0.19234204930534127	0.25536437795323574	0.1364337889778654	0.17025055143262985	0.06836398597207495	0.0974652516058174
1700102P08Rik	0.05782212901855732	0.19620790652420694	0.2621519898533166	0.13647600017557468	0.1730168291036749	0.06816907612114187	0.10615606920352777
1700109H08Rik	0.05694413966590031	0.22208365647077777	0.2611554152049129	0.13979772325346032	0.15911895551782818	0.06896097361949878	0.0919391362676217
1700113H08Rik	0.06272856157730122	0.198552774036801	0.2516497254110785	0.11762673462534581	0.19481359196887385	0.05720986468257919	0.11741874769802031
1700122O11Rik	0.06428258779684623	0.18792594343349514	0.26574418369091574	0.13220741575478578	0.17371307196585534	0.0683044661127538	0.1078223312453481
1700123K08Rik	0.06699729048713213	0.20328812085042477	0.2626589852627672	0.1373713873433464	0.14569094124903162	0.0629652028789964	0.12102807192830145
1700123O20Rik	0.05395281038790375	0.1975331741402475	0.23967748630732724	0.12487735231078723	0.19717545399722713	0.0737573303253365	0.11302639253117053
1700125H20Rik	0.06581361426169606	0.2216093945165217	0.2490421570192393	0.1301828380923807	0.1545576746796617	0.07691401532436781	0.10188030610613269
1700129C05Rik	0.05081870433227567	0.21830719067663348	0.2724415983505941	0.11665732650054693	0.17496010832214548	0.07531209175316277	0.09150298006464132
1810009A15Rik	0.0610095557861198	0.23852690323729184	0.23476613570363308	0.1272308212600737	0.1415534635347305	0.09318910030326392	0.1037240201748872
1810009J06Rik	0.06315641308440244	0.22275088234135904	0.24697630713017615	0.12874991823034226	0.15718861632598863	0.07841437896632211	0.10276348392140933
1810013L24Rik	0.04937595238280831	0.21235326739303592	0.24077797685425606	0.13977111800771566	0.17971012544961593	0.07195492160500742	0.10605663830756079
1810024B03Rik	0.055650629931317655	0.23294002632079974	0.24431713718914674	0.13211310629186393	0.16388723896750887	0.08468375656737141	0.08640810473199166
1810030O07Rik	0.06684076833546221	0.2084085560934788	0.23152076555402393	0.1248562304637781	0.16498844545068514	0.08891090181149033	0.11447433229108153
1810037I17Rik	0.053209291667627785	0.23608911691030093	0.2520804896565611	0.12499890981305038	0.15743709374415518	0.07399510608169603	0.10218999212660863
1810046K07Rik	0.0668055138572906	0.20760798363199148	0.2518508434997584	0.13256841298999814	0.17062815253565014	0.07013685028858135	0.10040224319672983
1810055G02Rik	0.06216331368381339	0.20741332377020716	0.2615350172996853	0.12364392545826756	0.17506071843022375	0.06827952180104958	0.10190417955675318
1810062G17Rik	0.06799163547005259	0.20249724494002594	0.2607143273951245	0.13215052365733856	0.16022078658574732	0.07667407598027438	0.09975140597143682
1810065E05Rik	0.05652960598101765	0.20887902950812082	0.2582221265719705	0.13028355652126702	0.17063461981009245	0.07674174358411977	0.09870931802341171
2010003K11Rik	0.06589997872231826	0.22440550172602605	0.2454638522507848	0.13893131145409507	0.14531008959287586	0.08020447194213715	0.0997847943117628
2010106E10Rik	0.05830804994089037	0.21283285113776954	0.2543702793528712	0.13134457609022002	0.16734175524562206	0.06935042433010273	0.10645206390252406
2010109A12Rik	0.05997061901469345	0.21766829450541808	0.23462303631668707	0.12381965248709684	0.1878489483941521	0.06059884105035354	0.11547060823159884
2200002D01Rik	0.05381734563017073	0.20462160415200314	0.25350042519562843	0.13314169877736232	0.17314347298983665	0.07792391409909602	0.10385153915590264
2200002J24Rik	0.06541458725264343	0.20569899085705623	0.2434618818942838	0.13639507597673275	0.17788747967426286	0.07014252142922713	0.10099946291579381
2210010C04Rik	0.0652140106470121	0.21198599983790203	0.2626210810557826	0.11988685113310202	0.16564371448779985	0.07326540507921894	0.10138293775918256
2210016F16Rik	0.054533250631138314	0.20917293834572592	0.2521630513167753	0.12507339193342706	0.17615764363539704	0.06990900867860372	0.11299071545893262
2210016L21Rik	0.06829958216985252	0.21082669153241834	0.24322486023883425	0.12774744439313937	0.175903760496946	0.070283762777341	0.10371389839146858
2210408I21Rik	0.06092044150586444	0.1954058793425994	0.26115622912035635	0.12544861214344355	0.16909743360622836	0.06919651415460507	0.11877489012690284
2300002M23Rik	0.0524455276039023	0.20212924875352856	0.2658225814141173	0.13139973615130462	0.1689488605169223	0.07002204382103772	0.10923200173918725
2300009A05Rik	0.060523161797688685	0.21430539304794627	0.2571795006907082	0.12714865833155553	0.16198390620599368	0.07536032941592928	0.10349905051017823
2310002L09Rik	0.057814058868788196	0.21464661840842847	0.2514811336458039	0.1342591448205553	0.17075328277864088	0.07244579333904567	0.0985999681387376
2310009B15Rik	0.06322934181325145	0.20261951898388034	0.24175060558646444	0.13043861974110385	0.17677669108121713	0.0847705269470418	0.10041469584704098
2310011J03Rik	0.06161347478666502	0.21382537409879682	0.24534062023770972	0.12721545413224636	0.17741720048551135	0.07238845754479928	0.1021994187142717
2310022A10Rik	0.0633544755960395	0.19918559895155488	0.2595926307615437	0.13171297607903637	0.15571019720779608	0.07514776619991484	0.11529635520411471
2310022B05Rik	0.057358412950136606	0.20639152052010162	0.23958884798238045	0.1427258838396863	0.17278731992954485	0.082006565515286	0.09914144926286421
2310030G06Rik	0.05579760074317449	0.21706287877117345	0.24398328395698626	0.13580964408136992	0.17014658279308095	0.07160549269079163	0.10559451696342328
2310033P09Rik	0.0632797813886121	0.2003828303156262	0.24262048405516753	0.13004072038867445	0.18230609792524174	0.08127089098362486	0.10009919494305308
2310039H08Rik	0.06472765250315259	0.2195342129048725	0.24247291736400442	0.13788398526028758	0.16399042159348012	0.07719279031639609	0.09419802005780667
2310050C09Rik	0.05669856286585723	0.19977601957452043	0.2556684609396588	0.13109288321125112	0.1927896385454639	0.07015026268654115	0.09382417217670735
2310057J18Rik	0.06011839864706052	0.22704562376563295	0.23404003112879507	0.13343241797469407	0.1659453761675552	0.07217570902687856	0.10724244328938365
2310057M21Rik	0.07076208245587556	0.1966093156668669	0.24716316961702417	0.14193811992085123	0.1672754624318292	0.06807556905620472	0.10817628085134819
2310057N15Rik	0.05738499867677541	0.20850277532075767	0.25204377237223347	0.1347449258301664	0.172984802952496	0.06470682702268743	0.10963189782488371
2310061I04Rik	0.059810733227922006	0.20428314487351404	0.2395743607616687	0.1352409053362662	0.18051092895724744	0.06814249897858717	0.11243742786479452
2310061N02Rik	0.05804792510702449	0.1947295668574308	0.2604257411667158	0.13013550476865904	0.1724297803934648	0.07372551559699807	0.11050596610970705
2310079G19Rik	0.06456812526223392	0.2046373779637255	0.23847121579026453	0.1315050631711998	0.1863086151573642	0.07118193028237575	0.1033276723728362
2410002F23Rik	0.0656559394195824	0.21470816982566227	0.22209551969445293	0.12769377877300528	0.16513019932466447	0.08621247362923976	0.11850391933339294
2410004B18Rik	0.06809725876003532	0.2058181254154014	0.24626128477810819	0.12725270876878408	0.16917211619051964	0.07716269803556096	0.1062358080515904
2410004P03Rik	0.06386106471134252	0.2011380783997473	0.25251630364839045	0.12673038345502377	0.18360060532806471	0.07198859266003843	0.10016497179739287
2410066E13Rik	0.06574426204504845	0.20265338709492015	0.24574901384439493	0.12661215236920248	0.18004550021759755	0.07032431316147601	0.10887137126736039
2410124H12Rik	0.05584966416930829	0.20885185897902311	0.25297996149656476	0.13741896578038978	0.16721569238965417	0.08051461149699268	0.09716924568806708
2410137M14Rik	0.0674582089904154	0.19732360909276794	0.2566984510495541	0.1325537746632225	0.1680829985654101	0.08022174685157643	0.09766121078705364
2510002D24Rik	0.0634543670252772	0.21361403244449834	0.24246563077698113	0.12475765820248183	0.1788624652573165	0.0666998772281221	0.1101459690653229
2510009E07Rik	0.06595396700281103	0.21142319893099387	0.25565554584516986	0.12989795560713285	0.15891069918911746	0.06429618752336308	0.11386244590141185
2510039O18Rik	0.06249689351853283	0.20879563385787764	0.24317201822860499	0.12779480583160957	0.1732926935120885	0.08047771313945833	0.1039702419118282
2610002M06Rik	0.06424591730462824	0.19613770650575077	0.2590674025030249	0.11680827747968515	0.19280480598724478	0.07270032862849751	0.09823556159116865
2610008E11Rik	0.060422153274953726	0.19134447604242333	0.24133104729657323	0.13431554724766992	0.18698345138007388	0.0773385618007851	0.10826476295752091
2610028H24Rik	0.06351312244832806	0.19733316295763087	0.24057197745749342	0.14602522674219418	0.17160354055022586	0.07247350420054448	0.10847946564358321
2610318N02Rik	0.06759453617930157	0.2142884980205312	0.2634105967812447	0.13425868818881373	0.15625413566645122	0.07630474363925038	0.08788880152440721
2610507B11Rik	0.05337037508933178	0.22938840009720765	0.25761619592040064	0.13109204068762795	0.17000697190187408	0.07425627818387012	0.08426973811968788
2610524H06Rik	0.0679797949711721	0.19856443876406438	0.2760892344950197	0.13758718600798373	0.1460680579159784	0.07706407626810276	0.09664721157767907
2610528A11Rik	0.05492549484755658	0.20469579001644697	0.26265740516618585	0.12458064014415911	0.17791396980186178	0.07817559761491326	0.09705110240887645
2610528J11Rik	0.06421759228910526	0.19987517358174126	0.23911277942602024	0.12310629403946093	0.1801865435524885	0.07392539798061896	0.1195762191305648
2700049A03Rik	0.05765480497879008	0.21908542573583908	0.24504791831643244	0.14154106340857817	0.16233568285563735	0.07269747513981938	0.10163762956490348
2700062C07Rik	0.06457794470645523	0.25662031083117437	0.23684610805548045	0.15725945681079165	0.13722018685431417	0.06222939364735327	0.085246599094431
2700097O09Rik	0.05782865936009106	0.19195579159174891	0.2596284918329817	0.14581476122273168	0.172573794483807	0.07197253992200821	0.10022596158663152
2810004N23Rik	0.06933593491600833	0.2504836426596832	0.22180941514932143	0.1253143947638616	0.14820634787182865	0.08822254323747947	0.09662772140181741
2810021J22Rik	0.06234783273724184	0.2007881951938875	0.2496190925551092	0.13303275125111666	0.17634762388343622	0.07414849662346774	0.103716007755741
2810408A11Rik	0.0681288527588784	0.20905171874157893	0.25358199124214453	0.13749442163438644	0.15038627906902954	0.07696368710232612	0.10439304945165613
2810459M11Rik	0.06746220415670022	0.20291012846102885	0.24820739128884922	0.13597338397819275	0.16642675293755324	0.0775541726909783	0.10146596648669734
2900026A02Rik	0.06281169498456605	0.20972726012034396	0.23724696123158268	0.1483502869317063	0.1589167286706834	0.07682645084888949	0.10612061721222812
2900092C05Rik	0.055991824921131673	0.19428459498946732	0.2505333179404037	0.12769165546339123	0.176657595701204	0.07211328400533852	0.1227277269790637
3110009E18Rik	0.05488017633272713	0.22109444452192833	0.23993392163638938	0.13155560628665797	0.20149439361343605	0.06974407365101719	0.08129738395784397
3110040N11Rik	0.07156703612158734	0.20531342072407005	0.25017286232324104	0.13158959103266282	0.1697324272552543	0.07148193844844529	0.10014272409473925
3110082I17Rik	0.06653340566896859	0.21575520257505326	0.24404206571082554	0.12936596479409385	0.14916777744791357	0.0809656735314291	0.11416991027171618
3110082J24Rik	0.06558714184867408	0.20632322984808135	0.2517530925010058	0.12365441827233989	0.16047313718299477	0.07939888641406131	0.1128100939328428
3300002I08Rik	0.0640353071398856	0.20143563432145642	0.23891736706213126	0.140352726776994	0.16618077371665219	0.08442180557354417	0.10465638540933651
3425401B19Rik	0.06048775017443516	0.1970179845339383	0.2435566872671979	0.13012066576321882	0.1822360366926251	0.07959530816254104	0.10698556740604369
3830406C13Rik	0.054095799837911046	0.23903428244957103	0.24328542067162043	0.14640947439784016	0.14365685447833879	0.07763424099589265	0.09588392716882588
4833420G17Rik	0.06185496223070326	0.20409984746557303	0.24763431595838192	0.13112057462933047	0.1806338818823261	0.07249812834503609	0.1021582894886492
4833439L19Rik	0.06655936906693666	0.21477671090550443	0.24568681347758292	0.11731359356013442	0.16415447966105304	0.07766373122571561	0.11384530210307288
4921504E06Rik	0.06345522211440843	0.2179632637189261	0.25257530930826494	0.1366943955897254	0.16447065957561333	0.07322459606956325	0.09161655362349838
4921507P07Rik	0.06040165273804886	0.19406828425388614	0.27074362800568813	0.1333479485582435	0.16230005271560866	0.07783927977418599	0.10129915395433883
4921509C19Rik	0.0634177543326183	0.20616386544967064	0.2479445984214751	0.13192923493373457	0.16788837182487815	0.06985883184071909	0.11279734319690399
4921517D22Rik	0.0632142348276536	0.18857562303126976	0.25492365323723076	0.13715382573715143	0.16315229220288416	0.08015509015214924	0.112825280811661
4921524J17Rik	0.08492572747792082	0.1836168905090663	0.24449439281203436	0.11352490052850896	0.18973732282213004	0.0855243303226315	0.09817643552770798
4921524L21Rik	0.06272664145211224	0.20478509523346894	0.2619370307068042	0.13023678174714406	0.1740056561753982	0.07053717140831398	0.0957716232767584
4921536K21Rik	0.05840580228297344	0.20962041496043285	0.25305788486932274	0.11344219851484479	0.1826297097351251	0.06847325785521405	0.11437073178208695
4921539E11Rik	0.06417752689240777	0.21549372786308188	0.26903025983909	0.12523444401369746	0.14129736143466612	0.07801740593088916	0.10674927402616755
4930402F06Rik	0.06600244247521372	0.1979240757239623	0.2498400577904134	0.13719147006609245	0.18332977962467806	0.06743460854937058	0.09827756577026954
4930402K13Rik	0.06323630649878623	0.2000601096522523	0.24223398742884955	0.12004290534369975	0.18800316500901598	0.07602048084813995	0.11040304521925616
4930404N11Rik	0.06805707556055532	0.20426889577653393	0.24923867150848403	0.13682320975776033	0.16762152714839482	0.07187966993184206	0.10211095031642962
4930407I10Rik	0.05873732764936865	0.2257537285604254	0.24536679335415057	0.11978672306046463	0.18051466281295947	0.05939939131854882	0.11044137324408247
4930415L06Rik	0.0557571306755535	0.19194306630961214	0.26646748589537983	0.12177937816661363	0.1871542083224426	0.0669438430710101	0.1099548875593883
4930430F08Rik	0.06395555921722047	0.2134017346988483	0.25338267900169525	0.1348102283455811	0.15997745902533528	0.080132973182919	0.0943393665284007
4930432M17Rik	0.056840629545256996	0.18793345238100864	0.2576435387852161	0.14883564287749	0.16758760737066	0.07386601184040363	0.10729311719996451
4930433I11Rik	0.07018787167992387	0.17967179270257738	0.255389277402454	0.12746272883605478	0.1665290733637562	0.07511296831207988	0.125646287703154
4930444P10Rik	0.05538633262995255	0.21970178810379262	0.2548081000383053	0.14351024487371167	0.1584465246307833	0.0813068018143348	0.0868402079091198
4930447A16Rik	0.07099103739933943	0.20968294214419872	0.249524439074881	0.14305676887302177	0.15980375370277466	0.06210739405690235	0.10483366474888217
4930447C04Rik	0.058949180240451864	0.17935296682048835	0.2731738547061817	0.15004198522864998	0.16817485748912228	0.06598818160091022	0.10431897391419571
4930451I11Rik	0.06274765561562426	0.19849337028237674	0.25557322629243506	0.12666688116983424	0.18016607881292854	0.07503105358112701	0.10132173424567405
4930453N24Rik	0.0635934771972162	0.21267105120528135	0.2320726788726078	0.13407180720068634	0.16381253431868886	0.08371940708217575	0.11005904412334364
4930474N05Rik	0.055515054720674056	0.20998175281936884	0.25076879031705335	0.1370128452384176	0.15713696752030584	0.082878258381389	0.10670633100279125
4930480E11Rik	0.08043392920959025	0.18666770383331072	0.26320270037887183	0.12366932227899617	0.17292618076007232	0.07424308005141808	0.09885708348774053
4930486L24Rik	0.05862354953933889	0.2095831536699219	0.2504413203101355	0.12915679731367535	0.19234367386729914	0.06931962334115277	0.09053188195847632
4930503E14Rik	0.06398545608425384	0.20252547703938953	0.23064785889094871	0.1449555328668082	0.1821653321165321	0.06852393866671926	0.10719640433534816
4930503L19Rik	0.06605344227972659	0.19909832425781906	0.23960158139445525	0.14380295809463325	0.157433774268462	0.08061849430775972	0.11339142539714414
4930505A04Rik	0.051649136746997434	0.2338084764835391	0.23512154780109382	0.1177582990835188	0.17960455927284755	0.07010608812936019	0.1119518924826431
4930513O06Rik	0.06591233706257422	0.20904902706831388	0.25383981364170766	0.13489099661866477	0.17130875245801644	0.06245202973874688	0.10254704341197612
4930519G04Rik	0.058554945831278786	0.21955831621953045	0.26485668441627735	0.13604572806339532	0.15325804131287293	0.0712451665419794	0.09648111761466563
4930522H14Rik	0.04916041753923796	0.19312062857822315	0.2577663557083698	0.13673718900029022	0.19717726779311853	0.07327658099288846	0.09276156038787181
4930523C07Rik	0.057263841935476796	0.19398949811530283	0.2510864070794003	0.13075514972888105	0.18540341942870606	0.07360942220572156	0.10789226150651139
4930524B15Rik	0.057871124792578055	0.19862914159660203	0.23505730587580095	0.12843532916199002	0.1882337147548336	0.08142083012419583	0.11035255369399953
4930544D05Rik	0.07335503025034848	0.20143026335415334	0.23942716582563292	0.14021850059942428	0.17078642876242062	0.07213700040617595	0.10264561080184448
4930544G11Rik	0.056311705838342295	0.19800880571544655	0.24556792047417708	0.1505190663542897	0.16097291953332996	0.07389297731069865	0.11472660477371581
